"﻿""Compétition""";Phase;Date;Heure;Lieu;Rencontre;Arbitre principal;Juge de ligne;Arbitre;Superviseur;Arbitre principal 2;Juge de ligne 2;Arbitre 2
Division 3;Saison régulière;27/01/2024;20:30;Compiègne - patinoire municipale;22002 - HCC Compiègne D3 / 25001 - Caen Division 3;;;M DOUCHY Jérémie;;;;M GIRARD Steeve
Championnat féminin sénior;Saison régulière;27/01/2024;21:00;Amiens - Le Coliseum;22001 - HCAS FEMININES / E0232 - FLANDRES;;;M THOMAS David;;;;
U15;Zone Sud-est Saison régulière;28/01/2024;10:30;Saint-Gervais;E0003 - HC 74 2 / 93008 - NICE;;;;;;;
U15;Zone Sud-est Saison régulière;28/01/2024;11:15;Briançon - René Froger;93003 - BRIANCON / 82021 - V.H.G. Valence;;;;;;;
U15;Zone Sud-est Saison régulière;28/01/2024;12:00;Palais Omnisports Marseille Grand-Est (POMGE);E0218 - MARSEILLE - TOULON / E0073 - HC SAVOIE 2;;;;;;;
U15;Zone Ouest conférence C;28/01/2024;12:00;Brive - patinoire municipale;E0212 - Brive - Limoges / 72003 - Boxers de Bordeaux U15 A;;;;;;;
U15;Zone Sud-est Saison régulière;28/01/2024;12:00;Roanne - Fontalon;E0123 - HCLR 2 / 82007 - GRENOBLE 2;;;;;;;
U15;Zone Sud-est Saison régulière;28/01/2024;12:15;Pralognan - Patinoire olympique;E0073 - HC SAVOIE / E0123 - HCLR;;;;;;;
U20 Elite;Saison régulière;28/01/2024;12:20;Nantes - Petit Port;52005 - U20 Eli Corsaires de Nantes / 72003 - Boxers de Bordeaux U20 Elite;M SALMON Charles Edouard;M GARCIA LIMA Guido;;;;M VILLARD Vincent;
U17 Elite;Saison régulière;28/01/2024;12:40;Meudon-la-Forêt - Patinoire municipale;E0031 - MHC-ACBB U17 Elite / E0161 - ENTENTE FLANDRES 59;Mme PERONNIN Laura;M BERNOUSSI Rayan;;;;M FLEURY Louis;
Division 3;Saison régulière;28/01/2024;13:00;Brest - Rïnkla Stadium;53001 - Brest Division 3 / 74001 - BRIVE;;;M MARCHAND Antoine;;;;M PETITOUT Matthieu
U15;Zone Ouest conférence B;28/01/2024;14:30;Angers IceParc;52007 - ANGERS U15 B / E0228 - RENNES;;;;;;;
Synerglace Ligue Magnus;Saison régulière;28/01/2024;15:00;Cergy - Aren'Ice;11013S - LES JOKERS SLM / 72003S - Boxers de Bordeaux;M CREGUT Nicolas;M LABOULAIS Maxime;;;M METAIS Jérémy;M FAUVEL Johan;
Synerglace Ligue Magnus;Saison régulière;28/01/2024;16:00;Rouen - Île Lacroix;23001S - 23001S ROUEN HOCKEY ELITE 76 / 52007S - 52007S LES DUCS D'ANGERS;M LEVASSEUR Sébastien;M SIMON Thomas;;;M ERNECQ Adrien;M YSSEMBOURG Joffrey;
U20 Elite;Saison régulière;28/01/2024;17:00;Toulouse - Alex JANY;E0078 - Occitanie Elite U20 / 11013 - CERGY-PONTOISE;M MARTIN Kylian;M RANDRIANARIVO Dominique;;;;M NORDMAN Leif;
U15;Zone Sud-est Saison régulière;28/01/2024;17:15;Villard-de-Lans - André Ravix;82022 - VILLARD DE LANS / 93006 - GAP;;;;;;;
Synerglace Ligue Magnus;Saison régulière;28/01/2024;18:00;Amiens - Le Coliseum;22001S - AMIENS HOCKEY ELITE / 82007S - BRULEURS DE LOUPS MAGNUS SENIORS;M DEHAEN Pierre;M THIBOUVILLE Enguerrand;;;M FURET Yann;M DEBUCHE Cyril;
Synerglace Ligue Magnus;Saison régulière;28/01/2024;18:30;Palais Omnisports Marseille Grand-Est (POMGE);93019S - MARSEILLE HOCKEY CLUB / 93006S - RAPACES DE GAP;M BARCELO Geoffrey;M CREUX-BEAUGIRAUD Yohann;;;M SCOLARI Benjamin;M CONSTANTINEAU Nicolas;
U20 Elite;Saison régulière;28/01/2024;18:30;Chamonix - Richard Bozon;E0003 - HC74 U20 Elite / 52007 - ANGERS U20 ELITE;M GRABIT Alexis;M NEURAZ Steven;;;;M MAIGNAN Gwendal;
U17 Excellence;Saison régulière NHDF;28/01/2024;18:30;Champigny-sur-Marne - patinoire municipale;E0224 - ASNIERES - CHAMPIGNY / 31004 - VALENCIENNES;;;M BECRET Félicien;;;;M THOMAS David
U20 Excellence;Zone Nord-est IDF;28/01/2024;18:30;Neuilly-sur-Marne - Patinoire municipale;E0219 - NEUILLY - REIMS / 11025 - 11025 EVH91 U20 Exellence;;;M STURM Jérôme;;;;M LAPAQUE François
U20 Excellence;Zone Nord-est IDF;28/01/2024;18:40;Meudon-la-Forêt - Patinoire municipale;E0031 - MHC-ACBB U20 Excellence / 11007 - FRANCAIS VOLANTS;;;M ROCHIER Philippe;;;;M MALTAVERNE Christian
U20 Elite;Saison régulière;28/01/2024;18:45;Strasbourg - Iceberg;42003 - Strasbourg U20 élite / 23001S - 23001S ROUEN HOCKEY ELITE 76;M TURBERT Cédric;Mme TORRIBIO ROUSSELIN Sueva;;;;M BAUDRY Florian;
U20 Elite;Saison régulière;28/01/2024;18:45;Caen La Mer;25001 - Caen U20 Elite / 82007S - U20 Bruleurs de Loups Grenoble;M HERRAULT Romain;M PERONNIN Théo;;;;M MAILLARD Hugo;
U20 Elite;Saison régulière;28/01/2024;18:55;Mulhouse - Illberg;E0118 - Entente Alsace Mulhouse Colmar U20 Elite / 22001 - HCAS U20;M THORRIGNAC Jason;M LELIEVRE Thibault;;;;M BERGAMELLI Enzo;
Synerglace Ligue Magnus;Saison régulière;28/01/2024;19:00;Anglet - La Barre;72001S - ANGLET HORMADI Ligue MAGNUS / E0082 - CHAMONIX SLM;M GARBAY Laurent;M BARTHE Guillaume;;;M ROHWEDDER Raphaël;M DOUCHY Jérémie;
Synerglace Ligue Magnus;Saison régulière;28/01/2024;20:00;Nice - Jean Bouin;93008S - NICE SLM / 93003S - Diables Rouges Briançon 93003;M BARCELO Joris;M BIOT Thiefen;;;M BARBEZ Nicolas;M UGOLINI Quentin;
Synerglace Ligue Magnus;Saison régulière;30/01/2024;20:00;Briançon - René Froger;93003S - Diables Rouges Briançon 93003 / 72001S - ANGLET HORMADI Ligue MAGNUS;M BARCELO Joris;M GIELLY Guillaume;;;M BARCELO Geoffrey;M BIOT Thiefen;
Synerglace Ligue Magnus;Saison régulière;30/01/2024;20:05;Chamonix - Richard Bozon;E0082 - CHAMONIX SLM / 22001S - AMIENS HOCKEY ELITE;M FROSSARD Philippe;M ZEDE Vincent;;;M BARBEZ Nicolas;M BRIOLAT Eric;
Synerglace Ligue Magnus;Saison régulière;30/01/2024;20:15;Grenoble - Polesud;82007S - BRULEURS DE LOUPS MAGNUS SENIORS / 93019S - MARSEILLE HOCKEY CLUB;M BLIEK Damien;M CREUX-BEAUGIRAUD Yohann;;;M ERNECQ Adrien;Mme CHEYROUX Alexia;
Synerglace Ligue Magnus;Saison régulière;30/01/2024;20:30;Gap - Alp'Arena;93006S - RAPACES DE GAP / 72003S - Boxers de Bordeaux;M RAULINE Jérémy;M MARGRY Gwilherm;;;M CREGUT Nicolas;M CONSTANTINEAU Nicolas;
Synerglace Ligue Magnus;Saison régulière;30/01/2024;20:30;Angers IceParc;52007S - 52007S LES DUCS D'ANGERS / 93008S - NICE SLM;M METAIS Jérémy;M CADY Quentin;;;M GARBAY Laurent;M DOUCHY Jérémie;
U15;Zone Sud-est Saison régulière;31/01/2024;17:15;Villard-de-Lans - André Ravix;82022 - VILLARD DE LANS / 82007 - GRENOBLE;;;;;;;
Internationaux;Matchs amicaux internationaux;31/01/2024;18:15;Dunkerque - Michel Raffoux;E0161 - FLANDRES / 11111 - BELGIQUE;M HAUCHART Alexandre;M SMEECKAERT Aurélien;;;;M MESSIER Nicolas;
U17 Excellence;Saison régulière NHDF;31/01/2024;19:45;Paris Bercy - Sonja Henie;11007 - FRANCAIS VOLANTS / E0031 - ACBB - MEUDON;;;M DEHONT Anthony;;;;M MALTAVERNE Christian
Synerglace Ligue Magnus;Saison régulière;02/02/2024;20:00;Nice - Jean Bouin;93008S - NICE SLM / 23001S - 23001S ROUEN HOCKEY ELITE 76;M BARCELO Geoffrey;M UGOLINI Quentin;;;M FROSSARD Philippe;M BIOT Thiefen;
Synerglace Ligue Magnus;Saison régulière;02/02/2024;20:15;Amiens - Le Coliseum;22001S - AMIENS HOCKEY ELITE / 93003S - Diables Rouges Briançon 93003;M DEHAEN Pierre;M LABOULAIS Maxime;;;M PEYRE Julien;M YSSEMBOURG Joffrey;
Synerglace Ligue Magnus;Saison régulière;02/02/2024;20:15;Bordeaux - Mériadeck;72003S - Boxers de Bordeaux / 82007S - BRULEURS DE LOUPS MAGNUS SENIORS;M BLIEK Damien;M FAUVEL Johan;;;M FURET Yann;M BRIOLAT Eric;
Synerglace Ligue Magnus;Saison régulière;02/02/2024;20:15;Palais Omnisports Marseille Grand-Est (POMGE);93019S - MARSEILLE HOCKEY CLUB / E0082 - CHAMONIX SLM;M HAUCHART Alexandre;M CONSTANTINEAU Nicolas;;;M RAULINE Jérémy;M GIELLY Guillaume;
Synerglace Ligue Magnus;Saison régulière;02/02/2024;20:30;Cergy - Aren'Ice;11013S - LES JOKERS SLM / 93006S - RAPACES DE GAP;M ERNECQ Adrien;M CADY Quentin;;;M ROHWEDDER Raphaël;M SIMON Thomas;
Synerglace Ligue Magnus;Saison régulière;02/02/2024;20:30;Anglet - La Barre;72001S - ANGLET HORMADI Ligue MAGNUS / 52007S - 52007S LES DUCS D'ANGERS;M GARBAY Laurent;M BARTHE Guillaume;;;M LEVASSEUR Sébastien;M CREUX-BEAUGIRAUD Yohann;
U15;Zone Sud-est Saison régulière;03/02/2024;14:05;Grenoble - Polesud;82007 - GRENOBLE 3 / 93003 - BRIANCON;;;;;;;
U17 Elite;Saison régulière;03/02/2024;15:35;Amiens - Le Coliseum;22001 - HCAS U 17 / 93006 - RAPACES DE GAP U17;M AURAT Florian;M PERONNIN Théo;;;;M MESSIER Nicolas;
U17 Elite;Saison régulière;03/02/2024;16:15;Dunkerque - Michel Raffoux;E0161 - ENTENTE FLANDRES 59 / 11015 - NEUILLY SUR MARNE;;;M THOMAS David;;;;M KOUROUMA Sakoba
U15;Zone Sud-est Saison régulière;03/02/2024;17:30;Chamonix - Richard Bozon;E0003 - HC 74 3 / E0073 - HC SAVOIE 2;;;;;;;
U17 Elite;Saison régulière;03/02/2024;17:35;Caen La Mer;25001 - Caen U17 Elite / 82022 - 82022 LES OURS DE VILLARD DE LANS;Mme PERONNIN Laura;M FAFRED Bastien;;;;M PITROU Thomas;
U17 Elite;Saison régulière;03/02/2024;17:50;Bordeaux - Mériadeck;72003 - Boxers de Bordeaux U17 Elite / 11013 - U17 élite Cergy Pontoise;M ROBERT Florian;M PRAGOUT Maxime;;;;M RANDRIANARIVO Dominique;
U17 Excellence;Saison régulière zone Sud-est;03/02/2024;18:00;Chambéry - Patinoire d'Agglomération;E0073 - HC SAVOIE / E0195 - VAUJANY - GRENOBLE;;;M BROLIS Frédéric;;;;M HAGOPIAN Didier
Division 3;Saison régulière;03/02/2024;18:00;Nantes - Petit Port;52005 - Corsaires de Nantes 2 / 74001 - BRIVE;;;M HATTON Thomas;;;;M PETITOUT Matthieu
U17 Elite;Saison régulière;03/02/2024;18:05;Clermont-Ferrand;E0123 - HCLR U17 / 11009 - u17 Elite COURBEVOIE;M LAPAQUE François;M DERKAOUI Tristan;;;;M THIERCY Damien;
Division 1;Saison régulière;03/02/2024;18:05;Épinal - Poissompré;41002 - Division 1 Epinal / 11019 - Comètes de Meudon D1;M PEURIERE Frédéric;M KIRSCHENBAUM Johan;;M DURAND Gilles;;Mme TORRIBIO ROUSSELIN Sueva;
Championnat féminin sénior;Saison régulière;03/02/2024;18:05;Viry-Chatillon - Patinoire des Lacs de l'Essonne;11025 - 11025 EVH91 Féminines / 11013 - Cergy Pontoise FEMININES;;;M ROCHIER Philippe;;;;
Division 3;Saison régulière;03/02/2024;18:10;Avignon - Patinoire municipale;93016 - Les Castors d'Avignon / 82022 - 82022 les Ours de Villard de lans;;;M VAISSAIRE Laurent;;;;M CATARINO Jean
Division 3;Saison régulière;03/02/2024;18:15;Meudon-la-Forêt - Patinoire municipale;11019 - Comètes de Meudon / 21002 - Hockey club Châlonnais;;;M STURM Jérôme;;;;M GARCIA LIMA Guido
Division 3;Saison régulière;03/02/2024;18:15;Mulhouse - Illberg;E0119 - Mulhouse Entente Alsace / 11030 - Champigny HC;;;M BERGERON Nicolas;;;;M MONCOZET Christophe
Division 2;Saison régulière;03/02/2024;18:20;Evry - François Le Comte (Agora);11025 - 11025 EVH91 Division 2 / E0041 - Titans D2;M TELLIEZ Pascal;M TOCQUEVILLE Florian;;;;M GERMOND Matteo;
U17 Elite;Saison régulière;03/02/2024;18:30;Strasbourg - Iceberg;E0032 - Entente Alsace U17 Elite / E0031 - MHC-ACBB U17 Elite;M TURBERT Cédric;M AMAN Matthias;;;;M MAIGNAN Gwendal;
Division 1;Saison régulière;03/02/2024;18:30;Neuilly-sur-Marne - Patinoire municipale;11015 - NEUILLY SUR MARNE DIVISION 1 / E0127 - Strasbourg Etoile Noire;M THORRIGNAC Jason;M LE MONNIER Julien;;;;M DELSARTE Alban;
Division 3;Saison régulière;03/02/2024;18:30;Rennes - Le Blizz;53006 - D3 - Rennes / 72001 - ANGLET HORMADI D3;;;M PIEDIGROSSI Nicolas;;;;M MAILLARD Jean Baptiste
Division 2;Saison régulière;03/02/2024;18:30;La-Roche-sur-Yon - Arago;52004 - 52004 - La Roche sur Yon / 23001 - Rouen Division 2;M LE BERRE Frédéric;M LOOS Mathieu;;;;M BRAUD Tao;
Division 3;Saison régulière;03/02/2024;18:40;Wasquehal - Serge Charles;E0230 - WASQUEHAL / 22002 - HCC Compiègne D3;;;M DEYIRMENDJIAN Thibault;;;;M MOUILLERON Stéphane
Division 1;Saison régulière;03/02/2024;18:40;Valenciennes - Valigloo;31004 - D2 Valenciennes / 25001 - Caen Division 1;M SALMON Charles Edouard;M THORRIGNAC Lancelot;;M BOCQUET Didier;;M BAUDOIN Charles;
Division 2;Saison régulière;03/02/2024;19:00;Montpellier - Vegapolis;91003 - Vipers D2 / 82021 - V.H.G. Valence;M ROMMEVAUX Mikaël;M NORDMAN Leif;;;;M FONTAINE Gildas;
Division 2;Saison régulière;03/02/2024;19:00;Vaujany - Patinoire du pôle sports et loisirs;E0122 - VAUJANY-GRENOBLE / 82018 - ROANNE D2;M GEORGE Yohan;M AUMERAS Benjamin;;;;M RIVOIRE Tifaine;
Division 3;Saison régulière;03/02/2024;19:00;Luxembourg - Kockelscheuer;99001 - Tornado Luxembourg asbl / 41008 - 41008 METZ HOCKEY CLUB;;;M ARBITRE LUXEMBOURG 1;;;;M ARBITRE LUXEMBOURG 2
Division 2;Saison régulière;03/02/2024;19:00;Amiens - Le Coliseum;22001S - 22001S AMIENS 2 / 41004 - Division 2 Amneville;M GARDIOL Guillaume;M THIBOUVILLE Enguerrand;;;;M CADY Quentin;
Championnat féminin sénior;Saison régulière;03/02/2024;19:00;Grenoble - Polesud;82007 - BRÛLEURS DE LOUPS FÉMININES ELITE / 82015 - Lyon féminine;;;M BORTINO Jean Michel;;;;
Division 3;Saison régulière;03/02/2024;19:15;Poitiers - patinoire municipale;54002 - Stade Poitevin HC Divison 3 / 52002 - Cholet 2;;;M CORREIA Aurélien;;;;M ANTUNES Laurent
Division 3;Saison régulière;03/02/2024;19:15;Nice - Jean Bouin;93008 - NICE D3 / 93012 - D3 Toulon;;;M POIZAT Jérémie;;;;M HEMMERY Frédéric
Division 1;Saison régulière;03/02/2024;19:30;Dunkerque - Michel Raffoux;E0231 - DUNKERQUE / 52005 - D1 Corsaires de Nantes;M COLLIN Jérémie;M SMEECKAERT Aurélien;;M HAUCHART Alexandre;;M HONORE Romain;
Division 2;Saison régulière;03/02/2024;19:30;Blagnac Toulouse - Jacques Raynaud;73002 - TOULOUSE BLAGNAC / E0240 - HCMP;M MARTIN Kylian;M DESSOLAIN Franck;;;;M HASPOT David;
Division 1;Saison régulière;03/02/2024;19:30;Cholet - Glisséo;52002 - DOGS DE CHOLET / 82004S - Éléphants CHAMBERY D1;M METAIS Jérémy;M THIEBAULT Leevan;;;M BOURREAU Alexandre;M MAUDET Timothée;
Division 1;Saison régulière;03/02/2024;19:30;Le Palais Megève;E0066 - Mont-Blanc les Yetis / 53001 - Brest Division 1;M GASNIER Mickaël;M DONAT-MAGNIN Alexandre;;;;M TCHEKACHEV David;
U15;Zone Sud-est Saison régulière;03/02/2024;19:30;Chamonix - Richard Bozon;E0003 - HC 74 / 93006 - GAP;;;;;;;
Division 2;Saison régulière;03/02/2024;19:30;Reims - Albert 1er;21005 - REIMS / 52007 - ANGERS 2;M DOUCHY Jérémie;Mme BOURDON Gaëlle;;;;M MAILLARD Hugo;
Championnat féminin sénior;Saison régulière;03/02/2024;19:35;Amiens - Le Coliseum;22001 - HCAS FEMININES / 11015 - Féminines Neuilly sur Marne;;;M BAUERLE Damien;;;;
U17 Excellence;Zone ouest saison régulière;03/02/2024;19:45;Brest - Rïnkla Stadium;53001 - BREST / 52002 - CHOLET;;;M LE ROY Tristan;;;;
U17 Excellence;Zone ouest saison régulière;03/02/2024;20:00;Toulouse - Alex JANY;E0078 - OCCITANIE / E0185 - ORLEANS - TOURS;;;;;;;
Division 1;Saison régulière;03/02/2024;20:00;Tours - Patinoire du centre municipal des sports;24007 - LES REMPARTS DE TOURS Division 1 / E0065 - HCMA D1;M FESSIER Samuel;M GISSLER Louis;;;;M MERCIER-LANDRY Pierre;
Division 3;Saison régulière;03/02/2024;20:15;Dijon - Trimolet;26004 - DIJON MHC Division 3 / 93003 - Diables rouges D3;;;M ROUECHE Laurent;;;;M GIRARD Steeve
Division 3;Saison régulière;03/02/2024;20:15;Garges-les-Gonesse - patinoire intercommunale;11014 - Garges Hockey Club D3 / 24004 - Orléans Division 3;;;M DUVILLE Guillaume;;;;M BECRET Félicien
Division 3;Saison régulière;03/02/2024;20:30;Albertville - Halle Olympique;E0073 - HC SAVOIE / 43002 - BESANÇON;;;M MARTIN Pascal;;;;M HALLADJ Farid
Division 2;Saison régulière;03/02/2024;20:30;Villard-de-Lans - André Ravix;82022 - VILLARD DE LANS / 82015 - LYON DIVISION 2;M GRABIT Alexis;M BERGAMELLI Enzo;;;;M BAUDRY Florian;
Division 3;Saison régulière;03/02/2024;20:30;Caen La Mer;"25001 - Caen Division 3 / 11001 - Tigres de l'ACBB ""D3""";;;M MALTAVERNE Christian;;;;M GIRAULT Kevin
Division 2;Saison régulière;03/02/2024;20:30;Annecy - Jean Régis;82028 - Annecy Division 2 / 83001 - HCCA Les Sangliers Arvernes;M GEOFFROY Sébastien;M NEURAZ Steven;;;;M SALICIO Olivier;
U15;Zone Sud-est Saison régulière;04/02/2024;09:45;Gap - Alp'Arena;93006 - GAP 2 / 82007 - GRENOBLE 2;;;;;;;
U20 Excellence;Zone sud-est;04/02/2024;11:15;La Garde - patinoire intercommunale;E0201 - NICE TOULON / E0073 - HC Savoie;;;M QUINTARD Nolan;;;;M GARNERET Matthieu
U17 Excellence;Zone ouest saison régulière;04/02/2024;12:00;Brive - patinoire municipale;E0211 - LIMOGES - BRIVE - FONT ROMEU / E0185 - ORLEANS - TOURS;;;M ROUECHE Thibaud;;;;M ELBAZE Nicolas
U15;Zone Ouest conférence B;04/02/2024;12:15;Poitiers - patinoire municipale;E0206 - Le Mans - Poitiers / E0228 - RENNES;;;;;;;
U15;Zone Sud-est Saison régulière;04/02/2024;12:15;Villard-de-Lans - André Ravix;82022 - VILLARD DE LANS / 82028 - ANNECY;;;;;;;
U20 Excellence;Zone sud-est;04/02/2024;12:15;Vaujany - Patinoire du pôle sports et loisirs;E0194 - VAUJANY - GRENOBLE / 82028 - ANNECY;;;M POUSSIERE Jonathan;;;;M ARREBOLA Dimitri
U15;Zone Sud-est Saison régulière;04/02/2024;12:15;Lyon Baraban;E0123 - HCLR 2 / E0003 - HC 74 2;;;;;;;
U15;Zone Ouest conférence B;04/02/2024;12:15;La-Roche-sur-Yon - Arago;52004 - La roche/Yon / 54001 - NIORT U15 EXCELENCE 5vs5;;;;;;;
U20 Elite;Saison régulière;04/02/2024;12:20;Nantes - Petit Port;52005 - U20 Eli Corsaires de Nantes / E0078 - Occitanie Elite U20;M HERRAULT Romain;M GARCIA LIMA Guido;;;;M MERCIER-LANDRY Pierre;
U20 Excellence;Zone ouest conférence A;04/02/2024;12:30;Rennes - Le Blizz;53006 - RENNES / E0153 - NIORT - LA ROCHE/YON - NANTES;;;M GIRAULT Kevin;;;;M MAILLARD Jean Baptiste
U20 Excellence;Zone ouest conférence A;04/02/2024;12:45;Tours - Patinoire du centre municipal des sports;E0186 - TOURS - ORLEANS / 52002 - CHOLET;;;M ANTUNES Laurent;;;;M HATTON Thomas
Division 3;Saison régulière;04/02/2024;13:00;Brest - Rïnkla Stadium;53001 - Brest Division 3 / 72001 - ANGLET HORMADI D3;;;M CORREIA Aurélien;;;;M LE ROY Tristan
U17 Excellence;Saison régulière NHDF;04/02/2024;13:00;Valenciennes - Valigloo;31004 - VALENCIENNES / 11013 - CERGY;;;M BAUERLE Damien;;;;
U20 Elite;Saison régulière;04/02/2024;13:00;Wasquehal - Serge Charles;E0161 - ENTENTE FLANDRES 59 / E0118 - Entente Alsace Mulhouse Colmar U20 Elite;M LABOULAIS Maxime;M FLEURY Louis;;;;M PICARD Gabriel;
U17 Excellence;Saison régulière NHDF;04/02/2024;13:20;Amiens - Le Coliseum;22001 - AMIENS / E0203 - FRANCONVILLE - ARGENTUEIL;;;M DUVILLE Guillaume;;;;M THORRIGNAC Lancelot
U15;Zone Ouest conférence A;04/02/2024;13:30;Cholet - Glisséo;52002 - CHOLET / 52007 - ANGERS U15 A;;;;;;;
U15;Zone Sud-est Saison régulière;04/02/2024;13:45;Grenoble - Polesud;82007 - GRENOBLE / E0073 - HC SAVOIE;;;;;;;
U15;Zone Sud-est Saison régulière;04/02/2024;16:00;Grenoble - Polesud;82021 - V.H.G. Valence / E0196 - VAUJANY GRENOBLE;;;;;;;
U20 Elite;Saison régulière;04/02/2024;17:00;Amiens - Le Coliseum;22001 - HCAS U20 / E0003 - HC74 U20 Elite;Mme PERONNIN Laura;M GERMOND Matteo;;M BOCQUET Didier;;M FAFRED Bastien;
U20 Elite;Saison régulière;04/02/2024;17:35;Villard-de-Lans - André Ravix;82022 - 82022 LES OURS DE VILLARD DE LANS U20 / 93006S - GAP;M GOLICIC Bostjan;M PELTIER Eliot;;;;M NEURAZ Steven;
U20 Elite;Saison régulière;04/02/2024;18:00;Épinal - Poissompré;41002 - U20 Elite Epinal / E0123 - HCLR U20;M TURBERT Cédric;M AMAN Matthias;;;;M KIRSCHENBAUM Johan;
U17 Excellence;Saison régulière NHDF;04/02/2024;18:40;Meudon-la-Forêt - Patinoire municipale;E0031 - ACBB - MEUDON / E0161 - FLANDRES;;;M MALTAVERNE Christian;;;;M STURM Jérôme
Division 2;Saison régulière;04/02/2024;18:50;Paris Bercy - Sonja Henie;11007 - D2 Français Volants / 11025 - 11025 EVH91 Division 2;M GARDIOL Guillaume;M MESSIER Nicolas;;;;M CADY Quentin;
U20 Elite;Saison régulière;04/02/2024;18:55;Bordeaux - Mériadeck;72003 - Boxers de Bordeaux U20 Elite / 52007 - ANGERS U20 ELITE;M MARTIN Kylian;M PRAGOUT Maxime;;;;M BRAUD Tao;
Division 1;Saison régulière;06/02/2024;20:30;Caen La Mer;25001 - Caen Division 1 / E0066 - Mont-Blanc les Yetis;M DEBUCHE Cyril;M THIBOUVILLE Enguerrand;;M BOCQUET Didier;;M MESSIER Nicolas;
Matchs amicaux U17;Matchs amicaux U17;07/02/2024;18:20;Saint-Gervais;E0003 - HC74 U17 Elite / 82007 - BRÛLEURS DE LOUPS U17 ELITE;M GRABIT Alexis;M BERGAMELLI Viny;;;;M BAUDRY Florian;
Internationaux;4 nations tournament Epinal;09/02/2024;16:00;Épinal - Poissompré;11111 - DANEMARK / 11111 - NORVEGE;M METAIS Jérémy;M BERGAMELLI Viny;M DURAND Gilles;;M GASNIER Mickaël;M BAUDRY Florian;
U17 Excellence;Saison régulière zone Sud-est;09/02/2024;19:45;Grenoble - Polesud;E0195 - VAUJANY - GRENOBLE / E0073 - HC SAVOIE;;;M BORTINO Jean Michel;;;;M EDERY Frédéric
Division 1;Saison régulière;09/02/2024;20:00;Brest - Rïnkla Stadium;53001 - Brest Division 1 / 41002 - Division 1 Epinal;M SALMON Charles Edouard;M HONORE Romain;;;;M GISSLER Louis;
Internationaux;4 nations tournament Epinal;09/02/2024;20:00;Épinal - Poissompré;11111 - FRANCE / 11111 - Autriche;M FROSSARD Philippe;M CADY Quentin;M DURAND Gilles;;M BARCELO Joris;M FAUVEL Johan;
U20 Excellence;Zone ouest conférence B;10/02/2024;12:00;Montpellier - Vegapolis;E0078 - OCCITANIE / 74003 - ASPTT Limoges U20;;;M HAGOPIAN Didier;;;;M QUINTARD Nolan
U17 Excellence;Saison régulière zone Sud-est;10/02/2024;12:30;Méribel - Parc Olympique Patinoire;E0073 - HC SAVOIE / E0003 - HC 74;;;M GRANDGIRARD Reynald;;;;M VAISSAIRE Laurent
U17 Excellence;Zone ouest saison régulière;10/02/2024;15:15;Rezé;52005 - U17 Corsaires de Nantes / 52007 - ANGERS;;;M FONTENEAU Paul;;;;M PFIRTER Robin
U17 Excellence;Saison régulière NHDF;10/02/2024;15:35;Amiens - Le Coliseum;22001 - AMIENS / E0221 - COMPIEGNE-REIMS;;;M MAILLARD Hugo;;;;M PERONNIN Théo
Internationaux;4 nations tournament Epinal;10/02/2024;16:00;Épinal - Poissompré;11111 - Autriche / 11111 - NORVEGE;M FROSSARD Philippe;M CADY Quentin;M DURAND Gilles;;M GASNIER Mickaël;M BERGAMELLI Viny;
U15;Zone Sud-est Saison régulière;10/02/2024;16:45;Grenoble - Polesud;82007 - GRENOBLE 2 / 93008 - NICE;;;;;;;
U17 Excellence;Saison régulière Est;10/02/2024;16:45;Colmar - Patinoire municipale;E0052 - ALSACE / E0130 - BESANCON - DIJON;;;M ROUECHE Laurent;;;;M LELIEVRE Thibault
U17 Excellence;Saison régulière NHDF;10/02/2024;17:35;Caen La Mer;E0110 - CAEN - LE HAVRE / 31004 - VALENCIENNES;;;;;;;
Division 3;Saison régulière;10/02/2024;17:40;Brive - patinoire municipale;74001 - BRIVE / 54002 - Stade Poitevin HC Divison 3;;;M BRAUD Tao;;;;M MARTIN Kylian
